id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13944276,Rental unit in San Francisco · 2 bedrooms · 3 beds · 2 baths,633337,Jonathan,,Mission,37.75613,-122.41492,Entire home/apt,145,45,1,8/13/2023,1,1,364,1,
13973341,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,11638127,Dave,,Downtown/Civic Center,37.78744,-122.40924,Private room,219,1,5,11/22/2019,0.06,5,0,0,Exempt
13980263,Home in San Francisco · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,75978,Del,,Mission,37.75256,-122.40505,Private room,97,3,64,8/21/2023,0.74,3,69,34,STR-0004333
14029388,Rental unit in San Francisco · Studio · 1 bed · 1 bath,4430421,Landmark,,Downtown/Civic Center,37.78374,-122.41007,Entire home/apt,81,30,2,4/1/2022,0.08,155,177,0,
14030807,Condo in San Francisco · ★4.97 · 2 bedrooms · 2 beds · 1 bath,84011857,Preston,,Castro/Upper Market,37.75803,-122.44189,Entire home/apt,194,30,60,7/29/2023,0.7,2,275,3,City registration pending
14043110,Home in San Francisco · ★4.75 · 1 bedroom · 3 beds · 1 shared bath,84154713,Sean,,Bayview,37.72868,-122.38836,Private room,45,1,330,8/18/2023,3.88,4,114,19,STR-0001844
14139656,Condo in San Francisco · ★4.95 · 3 bedrooms · 3 beds · 2 baths,9151990,Roxy,,Mission,37.76119,-122.42115,Entire home/apt,590,2,77,7/7/2023,0.89,1,0,6,STR-0001999
14153586,Rental unit in San Francisco · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,85402267,Monica,,Inner Richmond,37.77559,-122.46291,Private room,49,30,84,6/18/2023,0.98,1,50,2,
14179987,Hotel in San Francisco · ★4.76 · 1 bedroom · 1 bed · 1 private bath,85893340,Marina-Motel,,Marina,37.80028,-122.44278,Private room,211,1,383,8/14/2023,4.44,4,349,44,38662-01-001
14180539,Home in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,547669,Jamie,,Outer Sunset,37.75706,-122.49812,Private room,70,30,3,8/31/2019,0.04,4,0,0,
14189398,Home in San Francisco · 1 bedroom · 1 bed · Private half-bath,547669,Jamie,,Outer Sunset,37.75721,-122.49795,Private room,90,30,0,,,4,0,0,
14190524,Place to stay in San Francisco · ★4.78 · 1 bed · 1 bath,1776403,Natallia,,Mission,37.75624,-122.411,Entire home/apt,80,30,9,8/12/2023,0.12,5,91,3,STR-0000166
14206695,Condo in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1 bath,985427,Meredith,,Nob Hill,37.79107,-122.41131,Entire home/apt,127,30,24,3/20/2023,0.28,1,213,5,
14214684,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,1031942,Rachel,,Noe Valley,37.75036,-122.43071,Entire home/apt,228,30,21,9/8/2022,0.26,4,305,1,
14225205,Rental unit in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 bath,2517689,Michelle,,South of Market,37.77311,-122.41649,Entire home/apt,148,30,85,4/23/2019,0.99,1,0,0,XXXXXXXX
14255278,Home in San Francisco · ★4.91 · 2 bedrooms · 3 beds · 2 baths,36140663,Jack,,Inner Richmond,37.77946,-122.46164,Entire home/apt,394,2,44,8/14/2023,0.51,1,0,10,STR-0004244
14266916,Guest suite in San Francisco · ★4.87 · 1 bedroom · 2 beds · 1 bath,36287559,Marie & Laurent,,Bernal Heights,37.73771,-122.4164,Entire home/apt,190,3,247,8/22/2023,2.87,1,274,30,STR-0001998
14294502,Rental unit in San Francisco · ★4.58 · 2 bedrooms · 2 beds · 1.5 baths,87281847,Pam,,Noe Valley,37.75184,-122.43703,Entire home/apt,140,30,12,7/26/2023,0.14,1,29,3,
14299097,Rental unit in San Francisco · ★4.88 · 4 bedrooms · 4 beds · 2 baths,10162964,Shelley,,Mission,37.75748,-122.42204,Entire home/apt,230,30,17,4/24/2023,0.21,5,365,2,
14314506,Rental unit in San Francisco · 1 bedroom · 2 beds · 1 bath,20818179,Dave,,Outer Sunset,37.7642,-122.50583,Entire home/apt,117,30,1,2/17/2023,0.15,3,184,1,
14339856,Rental unit in San Francisco · ★4.69 · 1 bedroom · 1 bed · 1 bath,7088871,Shadi,,South of Market,37.78778,-122.39185,Entire home/apt,165,30,14,8/31/2022,0.16,2,365,0,City registration pending
14355639,Rental unit in San Francisco · ★4.90 · 2 bedrooms · 2 beds · 2 baths,2032250,Brian & Sara,,North Beach,37.80693,-122.41302,Entire home/apt,201,2,95,8/23/2023,1.17,1,1,10,STR-0004840
14358722,Home in San Francisco · ★4.86 · 1 bedroom · 1 bed · 2 shared baths,40426550,Kagan,,Outer Mission,37.71027,-122.44955,Private room,60,30,7,11/8/2022,0.08,2,365,1,
14374783,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,49499644,Denise,,Seacliff,37.78023,-122.50839,Entire home/apt,175,30,8,1/31/2023,0.1,1,169,1,
14386727,Home in San Francisco · ★4.73 · 2 bedrooms · 3 beds · 2 shared baths,84154713,Sean,,Bayview,37.7279,-122.38905,Private room,60,1,331,8/28/2023,3.92,4,108,16,STR-0001844
14404663,Home in San Francisco · 5 bedrooms · 5 beds · 4 baths,2275870,Martina,,Outer Mission,37.72723,-122.43805,Entire home/apt,1000,7,2,7/10/2019,0.04,3,4,0,STR-0002514
14406178,Rental unit in San Francisco · ★4.80 · 2 bedrooms · 1 bed · 1 bath,8577866,Dana,,Outer Richmond,37.77822,-122.50239,Entire home/apt,178,30,5,7/25/2017,0.06,2,0,0,
14450414,Rental unit in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 bath,83854925,Jesse,,Mission,37.75203,-122.41338,Entire home/apt,99,30,58,8/19/2023,0.68,1,329,4,
14451638,Home in San Francisco · ★4.28 · 1 bedroom · 1 bed · 1 private bath,86027378,Ernest,,Excelsior,37.72516,-122.42042,Private room,49,30,54,8/22/2023,0.63,7,365,5,
14452358,Rental unit in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 1 bath,3120119,Kathleen,,Outer Sunset,37.75161,-122.50635,Entire home/apt,295,30,26,8/31/2023,0.31,1,337,2,STR-0001609
14475808,Rental unit in San Francisco · ★4.53 · 1 bedroom · 2 beds · 1 bath,86027378,Ernest,,Excelsior,37.72599,-122.41867,Entire home/apt,85,30,79,8/7/2023,0.92,7,294,4,
14476185,Home in San Francisco · ★4.49 · 3 bedrooms · 1 bed · 1.5 shared baths,86027378,Ernest,,Excelsior,37.72605,-122.4185,Private room,55,30,78,1/28/2023,0.91,7,289,1,
14488234,Condo in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,5161705,Jason And Patrick,,Castro/Upper Market,37.76685,-122.43323,Private room,107,1,440,8/24/2023,5.12,1,52,63,STR-0005485
14490262,Guest suite in San Francisco · ★4.94 · 2 bedrooms · 2 beds · 2 baths,6920252,Mary,,Potrero Hill,37.75673,-122.40261,Entire home/apt,275,4,129,8/13/2023,1.53,1,214,17,STR-0003948
14490343,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,9965793,The Twist,,Chinatown,37.79094,-122.40724,Entire home/apt,133,30,0,,,9,130,0,
14501193,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,84616048,Suni,,Marina,37.80422,-122.4255,Entire home/apt,160,240,0,,,1,359,0,
14501673,Condo in San Francisco · ★4.96 · Studio · 1 bed · 1 bath,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78095,-122.42155,Entire home/apt,125,30,26,2/28/2023,0.32,4,48,1,
14505006,Guest suite in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,8237509,Susann,,North Beach,37.80246,-122.40379,Entire home/apt,232,3,219,8/16/2023,2.62,1,296,27,STR-0000171
14538591,Home in San Francisco · ★4.82 · 1 bedroom · 2 beds · 1 bath,41376640,Pauline,,Outer Sunset,37.76258,-122.50215,Entire home/apt,126,2,239,8/28/2023,3.01,1,203,66,STR-0003248
14553088,Rental unit in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78291,-122.41937,Entire home/apt,90,30,19,12/24/2022,0.23,4,290,2,
14553693,Guesthouse in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 bath,94548508,Rosa,,Haight Ashbury,37.77282,-122.43798,Entire home/apt,171,3,274,8/28/2023,3.2,1,295,42,STR-0005668
14577765,Home in San Francisco · ★4.16 · 1 bedroom · 1 bed · 1 shared bath,86027378,Ernest,,Excelsior,37.72528,-122.41863,Private room,45,30,57,10/29/2022,0.67,7,362,1,
14588279,Home in San Francisco · ★4.77 · 1 bedroom · 1 bed · 1 private bath,35352879,Aaron,,Parkside,37.74462,-122.48958,Private room,57,30,13,8/16/2023,0.16,4,109,2,
14611058,Condo in San Francisco · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,73070632,Tina,,Crocker Amazon,37.70921,-122.44881,Private room,42,31,25,12/27/2021,0.29,5,354,0,1084922
14619235,Home in San Francisco · ★4.99 · 2 bedrooms · 2 beds · 1 bath,5043788,Irene,,Noe Valley,37.74744,-122.43685,Entire home/apt,375,3,121,8/4/2023,1.53,1,49,17,STR-0001873
14653250,Floor in San Francisco · ★4.53 · 2 bedrooms · 2 beds · 1.5 baths,4141253,Les,,Outer Richmond,37.77773,-122.49431,Entire home/apt,199,30,15,3/31/2023,0.18,2,121,2,
14654471,Home in San Francisco · ★4.48 · 1 bedroom · 1 bed · 1 shared bath,86027378,Ernest,,Excelsior,37.726,-122.41857,Private room,45,30,58,5/28/2023,0.68,7,344,3,
14673134,Rental unit in San Francisco · ★4.94 · Studio · 1 bed · 1 bath,39655178,Jeff,,Bernal Heights,37.73711,-122.42345,Entire home/apt,135,30,32,6/17/2023,0.38,1,119,3,City registration pending
14691164,Rental unit in San Francisco · ★4.96 · 2 bedrooms · 2 beds · 1 bath,31069921,Tim,,Castro/Upper Market,37.76421,-122.43397,Entire home/apt,279,4,182,8/19/2023,2.27,1,46,26,STR-0005509
14705126,Rental unit in San Francisco · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,91464797,Un Kuan (Anna),,Outer Sunset,37.76234,-122.49349,Entire home/apt,199,2,328,7/12/2023,3.87,1,322,18,2023-007894STR
14714307,Rental unit in San Francisco · Studio · 1 bed · 1 bath,4430421,Landmark,,Mission,37.76598,-122.41745,Entire home/apt,104,30,1,9/1/2019,0.02,155,267,0,
14759973,Condo in San Francisco · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,12654522,Shaelyn,,Mission,37.75894,-122.41187,Entire home/apt,350,3,45,8/14/2023,0.53,1,64,24,2022-009764STR
14760041,Rental unit in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 1 bath,92031637,Kimberley,,Inner Sunset,37.76155,-122.47044,Entire home/apt,205,2,24,12/13/2019,0.31,1,33,0,STR-0005852
14763705,Rental unit in San Francisco · ★4.84 · 2 bedrooms · 4 beds · 1 bath,92075817,Joe,,Ocean View,37.71852,-122.4563,Entire home/apt,150,1,663,9/1/2023,7.79,1,272,102,STR-0001706
14773919,Guesthouse in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 bath,9193625,Terry,,West of Twin Peaks,37.73616,-122.45413,Entire home/apt,75,30,157,7/20/2023,1.92,1,87,4,STR-0001634
14775913,Home in San Francisco · ★4.96 · 2 bedrooms · 3 beds · 1 bath,48003274,Voytek,,Twin Peaks,37.74952,-122.44851,Entire home/apt,328,3,104,5/7/2023,1.23,1,350,7,STR-0001468
14802586,Townhouse in San Francisco · ★4.87 · Studio · 1 bed · 1 bath,78451071,Michael,,Western Addition,37.7716,-122.43245,Entire home/apt,110,30,156,5/3/2023,1.84,1,144,4,pending
14804950,Guest suite in San Francisco · ★4.90 · Studio · 1 bed · 1 bath,24949158,Angela,,Bernal Heights,37.74486,-122.41814,Entire home/apt,122,1,772,8/27/2023,9.22,2,5,105,STR-0002030
14808208,Rental unit in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 2.5 baths,7325515,Jo Anne,,Inner Sunset,37.76094,-122.46439,Entire home/apt,190,30,57,5/19/2023,0.67,5,293,3,City registration pending
14841442,Home in San Francisco · ★4.79 · 1 bedroom · 1 bed · Shared half-bath,86083871,Kina,,West of Twin Peaks,37.7284,-122.45757,Private room,45,30,29,8/1/2023,0.34,6,262,4,
14869150,Condo in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,47112373,Fiona,,Western Addition,37.78522,-122.44436,Entire home/apt,230,4,73,9/6/2022,0.86,1,0,1,STR-0001733
14869325,Home in San Francisco · ★4.50 · 1 bedroom · 1 bed · Shared half-bath,86083871,Kina,,West of Twin Peaks,37.7284,-122.45757,Private room,46,30,20,5/17/2023,0.24,6,132,3,
14884457,Home in San Francisco · ★4.83 · 1 bedroom · 1 bed · Shared half-bath,86083871,Kina,,West of Twin Peaks,37.7284,-122.45757,Private room,41,30,29,5/13/2023,0.34,6,107,1,
14898913,Home in San Francisco · ★4.81 · 4 bedrooms · 4 beds · 2 shared baths,84154713,Sean,,Bayview,37.72749,-122.39114,Private room,70,1,16,8/22/2023,0.2,4,110,6,STR-0001844
14903530,Townhouse in San Francisco · ★4.91 · 3 bedrooms · 2 beds · 3 baths,90631,Dan,,Diamond Heights,37.74202,-122.43722,Entire home/apt,350,7,11,2/27/2022,0.13,1,287,0,STR-0002491
14910754,Home in San Francisco · ★4.88 · 3 bedrooms · 3 beds · 2 baths,93655170,Marc,,Haight Ashbury,37.76613,-122.45284,Entire home/apt,336,3,40,8/8/2023,0.82,2,73,12,pending
14934208,Rental unit in San Francisco · ★4.96 · 1 bedroom · 2 beds · 1 private bath,23626101,Collin,,South of Market,37.77711,-122.41515,Private room,94,1,518,8/25/2023,7.63,2,316,101,STR-0005362
14944663,Home in San Francisco · ★4.93 · 3 bedrooms · 4 beds · 1.5 baths,1243792,Carolyn,,Haight Ashbury,37.76299,-122.44985,Entire home/apt,400,4,123,8/13/2023,1.51,1,274,29,STR-0003767
14982928,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,5017010,Daniel,,Downtown/Civic Center,37.78297435,-122.4187069,Private room,88,18,5,1/12/2017,0.06,2,7,0,2022-011122STR
14983353,Rental unit in San Francisco · ★4.74 · 3 bedrooms · 5 beds · 1 bath,94424109,Jonathan,,Western Addition,37.7775,-122.43799,Entire home/apt,220,30,38,9/30/2019,0.45,1,0,0,
14988703,Townhouse in San Francisco · ★4.81 · 2 bedrooms · 2 beds · 1 bath,94478439,Carole,,Potrero Hill,37.76368,-122.39567,Entire home/apt,225,365,52,8/21/2022,0.62,1,117,0,STR-075884
14990478,Cottage in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,71381627,Eddie,,Outer Mission,37.72912,-122.44475,Entire home/apt,105,1,598,8/30/2023,7.09,1,114,133,STR-0003887
14992192,Home in San Francisco · ★4.42 · 1 bedroom · 2 beds · 2.5 shared baths,27123550,Jacquelyn,,Bayview,37.73516,-122.38819,Private room,71,30,24,5/31/2023,0.28,4,149,3,
14996188,Guest suite in San Francisco · ★4.98 · Studio · 1 bed · 1 bath,1492583,Suzanne,,Inner Sunset,37.75868,-122.46985,Entire home/apt,152,3,394,8/31/2023,4.7,1,36,64,STR-0005151
15024335,Rental unit in San Francisco · ★4.94 · 2 bedrooms · 2 beds · 2 baths,48503905,Angie,,Potrero Hill,37.75738,-122.38933,Entire home/apt,600,2,64,8/18/2023,0.76,1,75,11,STR-0004675
15051965,Guest suite in San Francisco · ★4.89 · 1 bedroom · 2 beds · 1 bath,56666480,Bassel,,West of Twin Peaks,37.74303,-122.469,Entire home/apt,134,2,359,8/27/2023,4.24,1,333,53,STR-0001652
15052541,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,38176732,Molly,,Russian Hill,37.79839,-122.41633,Entire home/apt,3250,90,0,,,1,359,0,
15054072,Condo in San Francisco · ★4.89 · Studio · 2 beds · 1 bath,22267033,Jennifer,,Downtown/Civic Center,37.78751,-122.40929,Entire home/apt,299,2,9,9/23/2022,0.13,19,355,1,License not needed per OSTR
15055277,Boutique hotel in San Francisco · ★4.42 · 1 bedroom · 2 beds · 1 bath,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,168,1,262,9/1/2023,3.09,15,209,49,BAN-1030905
15060615,Home in San Francisco · ★4.65 · 4 bedrooms · 4 beds · 1.5 baths,95220454,Wilson,,Ocean View,37.71597,-122.45397,Entire home/apt,230,3,29,7/28/2019,0.35,1,89,0,STR-0001814
15067182,Boutique hotel in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 private bath,11218165,Bryn,,Pacific Heights,37.79427,-122.43178,Private room,249,2,112,4/30/2023,1.33,1,86,10,License not needed per OSTR
15070065,Rental unit in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 bath,4249288,Annria,,Excelsior,37.72733,-122.42932,Entire home/apt,120,2,146,8/15/2023,1.74,1,351,11,STR-0001876
15111599,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,51003,Jeremy,,Western Addition,37.77642,-122.42482,Entire home/apt,145,30,2,4/5/2019,0.03,1,0,0,STR-0001805
15132100,Boutique hotel in San Francisco · ★4.33 · 1 bedroom · 1 bed · 1 bath,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,138,1,363,8/12/2023,4.29,15,209,25,BAN-1030905
15132855,Guest suite in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,53614586,Erin,,Marina,37.80572,-122.43545,Entire home/apt,261,2,340,8/26/2023,4.04,1,58,51,STR-0001752
15150709,Home in San Francisco · ★4.85 · 2 bedrooms · 2 beds · 1 bath,7728783,Cynthia,,Noe Valley,37.74473,-122.43245,Entire home/apt,290,5,60,8/15/2023,0.71,2,78,6,City registration pending
15162895,Rental unit in San Francisco · ★4.51 · 2 bedrooms · 3 beds · 1 bath,3843134,Jack,,Western Addition,37.78519,-122.44194,Entire home/apt,299,30,36,9/5/2019,0.43,1,0,0,City registration pending
15166182,Guest suite in San Francisco · ★4.64 · 1 bedroom · 4 beds · 1 bath,54217986,Janet,,West of Twin Peaks,37.73745,-122.45902,Entire home/apt,199,3,72,8/13/2023,0.86,1,360,3,STR-0005184
15174265,Rental unit in San Francisco · ★4.44 · 1 bedroom · 1 bed · 1 bath,93714995,Hotel,,Financial District,37.78835,-122.40489,Private room,138,1,32,9/1/2023,0.38,15,213,17,BAN-1030905
15179182,Rental unit in San Francisco · ★4.84 · 2 bedrooms · 2 beds · 1 bath,861262,Lauren,,Bayview,37.73791,-122.38596,Entire home/apt,225,2,349,8/18/2023,4.2,1,157,17,STR-0001754
15189360,Condo in San Francisco · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,702376,Zane,,South of Market,37.77453,-122.40711,Entire home/apt,550,365,26,5/31/2022,0.43,1,365,0,STR-0003387
15220043,Home in San Francisco · ★4.96 · 2 bedrooms · 2 beds · 1 bath,64579077,Stephen,,Noe Valley,37.75491,-122.439186,Entire home/apt,525,4,109,8/20/2023,1.34,1,305,22,2022-017718STR
15233175,Rental unit in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 bath,16064491,Austin,,Mission,37.75127,-122.41107,Entire home/apt,78,30,70,7/1/2023,0.83,1,51,4,City registration pending
15236335,Guesthouse in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 bath,24973603,Mai,,Crocker Amazon,37.70854,-122.45021,Entire home/apt,112,3,231,8/14/2023,2.75,1,329,42,STR-0004981
15267186,Boutique hotel in San Francisco · ★4.45 · 1 bedroom · 2 beds · 1 private bath,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,168,1,229,8/14/2023,2.8,15,211,21,BAN-1030905
15268492,Condo in San Francisco · ★4.78 · Studio · 2 beds · 1 bath,22267033,Jennifer,,Downtown/Civic Center,37.78828,-122.4092,Entire home/apt,299,2,9,3/23/2022,0.12,19,355,0,License not needed per OSTR
15269286,Rental unit in San Francisco · ★4.92 · Studio · 1 bath,33460481,Colin,,Western Addition,37.78015,-122.43604,Entire home/apt,125,30,63,7/16/2023,0.75,1,174,3,1081271
15270397,Rental unit in San Francisco · ★4.08 · 2 bedrooms · 1 bed · 1 bath,38836,Bernat,,Bernal Heights,37.73622,-122.42032,Entire home/apt,68,30,12,4/30/2023,0.16,22,266,4,
15282659,Condo in San Francisco · ★4.62 · 1 bedroom · 1 bed · 2 shared baths,73070632,Tina,,Crocker Amazon,37.70894,-122.44825,Private room,39,30,24,7/11/2023,0.29,5,104,2,1084922
15283495,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,6656178,Robyn,,Western Addition,37.78684,-122.44302,Entire home/apt,160,30,7,8/31/2023,0.09,1,72,4,
15297353,Rental unit in San Francisco · ★4.86 · 1 bedroom · 2 beds · 1 bath,34480173,Andrew,,Bernal Heights,37.74333,-122.42094,Entire home/apt,96,30,21,5/27/2023,0.3,1,322,2,City registration pending
15299001,Rental unit in San Francisco · ★4.57 · 1 bedroom · 1 bed · 1 bath,9757631,Natacha,,Mission,37.75063,-122.41782,Private room,115,30,7,1/14/2018,0.08,1,0,0,
15314587,Rental unit in San Francisco · ★4.56 · 2 bedrooms · 3 beds · 1.5 baths,97565367,Natanya,,Nob Hill,37.79455,-122.41029,Entire home/apt,140,30,9,4/23/2023,0.16,1,301,2,
15327674,Home in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,5138158,Barbara,,Inner Richmond,37.77494,-122.47238,Entire home/apt,195,1125,65,5/1/2020,0.77,1,179,0,STR0001667
15330348,Guest suite in San Francisco · ★4.75 · 1 bedroom · 1 bed · 1 bath,97717942,Ping,,Diamond Heights,37.74354,-122.44248,Entire home/apt,133,3,400,8/27/2023,4.77,1,58,20,2023-001295STR
15346313,Condo in San Francisco · ★4.89 · 3 bedrooms · 3 beds · 1 bath,24910,Maria,,Mission,37.75698853,-122.4175873,Entire home/apt,400,30,53,8/24/2023,0.63,1,243,2,STR-0002349
15363435,Rental unit in San Francisco · ★4.64 · 2 bedrooms · 2 beds · 1 bath,17461399,Michelle,,North Beach,37.79834,-122.40576,Entire home/apt,125,30,11,12/18/2022,0.14,1,253,1,
15377479,Rental unit in San Francisco · Studio · 1 bed · 1 bath,4430421,Landmark,,Downtown/Civic Center,37.78385,-122.4099,Entire home/apt,79,30,2,10/31/2018,0.03,155,87,0,
15377893,Rental unit in San Francisco · 2 bedrooms · 2 beds · 1 bath,4430421,Landmark,,Downtown/Civic Center,37.78433,-122.41583,Entire home/apt,130,30,1,8/22/2021,0.04,155,177,0,
15383658,Condo in San Francisco · ★4.86 · 4 bedrooms · 1 bed · 1 shared bath,17536951,Rob,,Bernal Heights,37.74349,-122.42139,Private room,90,4,162,8/29/2023,1.95,4,19,18,STR-0001202
15393846,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,7341425,Christine,,North Beach,37.80329,-122.40633,Entire home/apt,150,30,1,8/1/2017,0.01,1,177,0,
15394942,Rental unit in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,6981707,DeCarlis,,Mission,37.76571,-122.425,Private room,90,30,22,12/20/2019,0.27,1,0,0,
15400940,Rental unit in San Francisco · ★4.92 · 1 bedroom · 3 beds · 1 bath,94538124,Viktor,,Downtown/Civic Center,37.77795,-122.42317,Entire home/apt,199,30,24,3/17/2017,0.29,1,0,0,
15412358,Rental unit in San Francisco · ★4.62 · 1 bedroom · 1 bed · 1 bath,38836,Bernat,,Noe Valley,37.75552,-122.43712,Entire home/apt,87,30,13,8/8/2022,0.16,22,0,0,
15465063,Home in San Francisco · 4 bedrooms · 4 beds · 3 baths,48005494,Zeus,,Outer Mission,37.7318,-122.4392,Entire home/apt,317,30,0,,,9,364,0,
15512995,Home in San Francisco · ★4.95 · 3 bedrooms · 3 beds · 3.5 baths,1865162,Susan,,Bernal Heights,37.74656,-122.41047,Entire home/apt,575,4,20,7/30/2023,0.25,1,24,2,STR-0001818
15523355,Rental unit in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,2001297,Urs Leonhardt,,Mission,37.75997,-122.40774,Private room,85,31,8,8/24/2022,0.16,3,213,0,
15550123,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,2446457,Heather,,Mission,37.75446,-122.42501,Entire home/apt,110,30,27,7/28/2023,0.32,2,149,3,
15567704,Home in San Francisco · ★4.78 · 2 bedrooms · 2 beds · 2 baths,100278291,Vannida,,Castro/Upper Market,37.7683,-122.43016,Entire home/apt,299,30,219,6/26/2023,2.71,1,354,21,STR-0001721
15603503,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 private bath,23719876,Yumi,,Inner Richmond,37.78376,-122.47475,Private room,70,30,2,8/29/2022,0.1,30,267,0,
15603927,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 private bath,23719876,Yumi,,Inner Richmond,37.78174,-122.47415,Private room,60,30,5,7/29/2023,0.06,30,104,3,
15604207,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,23719876,Yumi,,Nob Hill,37.79203,-122.42119,Private room,80,30,2,3/19/2017,0.02,30,255,0,
15604358,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 private bath,23719876,Yumi,,Nob Hill,37.79021,-122.41923,Private room,75,30,2,8/11/2023,0.03,30,365,1,
15613006,Townhouse in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,93041478,Emily,,Inner Richmond,37.78341,-122.46613,Entire home/apt,380,30,3,4/30/2023,0.04,1,43,1,
15663411,Rental unit in San Francisco · ★4.50 · 1 bedroom · 1 bed · 1 bath,93714995,Hotel,,Financial District,37.78999,-122.40495,Private room,138,1,23,8/24/2023,0.28,15,210,16,BAN-1030905
15664146,Rental unit in San Francisco · ★4.62 · 3 bedrooms · 5 beds · 2 baths,101134145,Hs,,Outer Richmond,37.7827,-122.48822,Entire home/apt,215,30,51,9/2/2018,0.62,1,0,0,
15675279,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,4430421,Landmark,,Mission,37.75213,-122.42359,Entire home/apt,118,30,5,10/1/2021,0.08,155,177,0,
15677325,Rental unit in San Francisco · Studio · 1 bed · 1 bath,4430421,Landmark,,Downtown/Civic Center,37.78633,-122.41612,Entire home/apt,89,30,2,10/22/2018,0.03,155,177,0,
15702583,Rental unit in San Francisco · ★4.09 · 1 bedroom · 1 bed · 1 bath,100390518,Herbert,,Downtown/Civic Center,37.78698,-122.40771,Private room,89,1,34,10/7/2022,0.41,19,90,1,License not needed per OSTR
15717226,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 private bath,4430421,Landmark,,Mission,37.76557,-122.417,Private room,89,30,1,11/13/2022,0.1,155,177,1,
15718115,Rental unit in San Francisco · ★4.50 · 1 bedroom · 1 bed · 1 bath,38836,Bernat,,Haight Ashbury,37.76996,-122.4398,Entire home/apt,104,30,6,1/9/2021,0.09,22,0,0,
15722690,Home in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1.5 baths,10829039,Viviane,,Inner Richmond,37.77564,-122.46332,Private room,180,2,83,7/17/2023,1.03,5,357,10,2023-002537STR
15769037,Rental unit in San Francisco · ★3.0 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,,Downtown/Civic Center,37.78683,-122.40726,Private room,75,1,5,8/26/2019,0.06,19,0,0,License not needed per OSTR
15769324,Rental unit in San Francisco · ★4.40 · 1 bedroom · 1 bed · 1 bath,100390518,Herbert,,Downtown/Civic Center,37.78504,-122.40877,Private room,99,1,52,5/23/2023,0.63,19,92,2,License not needed per OSTR
