id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
958,Serviced apartment in San Francisco · ★4.87 · 1 bedroom · 2 beds · 1 bath,1169,Holly,,Western Addition,37.77028,-122.43317,Entire home/apt,187,2,405,8/7/2023,2.36,1,150,45,City Registration Pending
5858,Rental unit in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 2 baths,8904,Philip And Tania,,Bernal Heights,37.74474,-122.42089,Entire home/apt,235,30,111,8/6/2017,0.64,1,365,0,
8142,Rental unit in San Francisco · ★4.70 · 1 bedroom · 1 bed · 4 shared baths,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,10,7/30/2023,0.09,15,363,2,
8339,Condo in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,24215,Rosy,,Western Addition,37.77564,-122.43642,Entire home/apt,480,5,28,6/28/2019,0.16,2,365,0,STR-0000264
8739,Condo in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1 private bath,7149,Ivan & Wendy,,Mission,37.7603,-122.42197,Private room,122,1,792,8/21/2023,4.62,2,148,39,STR-0000028
10537,Place to stay in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,36752,Teresa,,Bayview,37.7175,-122.39698,Private room,95,1,20,6/12/2023,0.12,2,359,2,2022-011003STR
10578,Rental unit in San Francisco · ★4.93 · Studio · 1 bed · 1 bath,37049,Andrew,,Nob Hill,37.79249,-122.41499,Entire home/apt,100,30,18,5/17/2015,0.13,1,255,0,
12041,Rental unit in San Francisco · ★4.0 · 1 bedroom · 2 beds · 3 shared baths,21994,Aaron,,Haight Ashbury,37.76901,-122.44701,Private room,65,32,7,6/11/2022,0.05,15,365,0,
12042,Rental unit in San Francisco · ★3.20 · 1 bedroom · 2 beds · 3 shared baths,21994,Aaron,,Haight Ashbury,37.76932,-122.44723,Private room,65,32,5,10/18/2015,0.04,15,365,0,
12522,Rental unit in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,18431,Brenda,,Castro/Upper Market,37.76237,-122.42992,Private room,99,3,460,8/16/2023,2.77,1,21,25,STR-0000057
18231,Rental unit in San Francisco · ★4.84 · Studio · 2 beds · 1 bath,70224,Arlene Helfand,,Noe Valley,37.74916,-122.42971,Entire home/apt,95,30,70,8/13/2023,0.43,1,153,1,
18904,Home in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 private bath,72464,Patrick,,Western Addition,37.77247,-122.43301,Private room,128,2,463,8/16/2023,3.24,1,20,35,STR-0000094
21334,Loft in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,81455,Joe,,Nob Hill,37.7962,-122.41562,Entire home/apt,169,30,125,8/1/2023,0.77,1,365,1,City registration pending
23611,Condo in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,18732,Cecilia,,Bernal Heights,37.74516736,-122.4122654,Entire home/apt,234,5,261,9/25/2022,1.6,2,11,2,STR-0004198
24463,Condo in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 private bath,99128,Cathryn,,Potrero Hill,37.75565,-122.40125,Private room,167,2,369,8/19/2023,2.29,2,341,32,STR-0000036
24723,Guest suite in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 bath,100800,Cynthia,,Pacific Heights,37.78897,-122.43376,Entire home/apt,199,5,430,8/31/2023,2.64,2,43,45,Pending Application
25094,Home in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,103339,Bruce,,Glen Park,37.74159,-122.43159,Private room,165,5,67,8/13/2023,0.76,1,340,11,STR-0002528
26488,Rental unit in San Francisco · ★4.86 · 1 bedroom · 1 bed · 0 baths,112300,Micheal,,Financial District,37.79146,-122.3932,Entire home/apt,1000,360,48,6/21/2012,0.3,1,365,0,
27028,Condo in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1 private bath,7149,Ivan & Wendy,,Mission,37.76005,-122.42208,Private room,164,1,27,3/6/2023,0.27,2,0,1,STR-0000028
29373,Home in San Francisco · ★4.90 · 2 bedrooms · 2 beds · 2 baths,126263,Cecilia,,Bernal Heights,37.73871,-122.41167,Entire home/apt,190,4,22,7/27/2023,0.15,2,79,4,STR-0000280
29557,Rental unit in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,126036,Gigi,,Outer Richmond,37.77885,-122.50534,Entire home/apt,200,2,124,8/14/2023,0.78,1,299,18,STR-0001135
32414,Rental unit in San Francisco · ★4.81 · 2 bedrooms · 2 beds · 1 bath,140251,Lisa,,Bernal Heights,37.74038,-122.41327,Entire home/apt,150,30,94,9/29/2019,0.59,1,241,0,City registration pending
33578,Home in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,145258,Kepa,,Potrero Hill,37.76451,-122.39643,Entire home/apt,290,1,735,8/31/2023,4.66,2,335,47,STR-0000073
38935,Rental unit in San Francisco · ★4.98 · 1 bedroom · 1 bed · 1 private bath,167046,Nani,,Mission,37.7493,-122.41965,Private room,120,3,44,6/25/2023,0.28,2,17,3,2023-004141STR
39418,Rental unit in San Francisco · ★4.92 · Studio · 1 bed · 1 bath,169184,Therese And Nelson,,Bernal Heights,37.741,-122.42018,Entire home/apt,80,30,26,1/28/2023,0.18,2,305,1,
40092,Rental unit in San Francisco · ★4.63 · 2 bedrooms · 1 bed · 1 bath,172182,Brian & Leah,,Mission,37.7617,-122.41887,Entire home/apt,117,30,106,8/2/2023,0.67,2,173,2,
41055,Home in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,178043,Chas,,Castro/Upper Market,37.76123,-122.43326,Entire home/apt,140,4,83,4/9/2023,0.52,1,6,16,City Registration Pending
41172,Home in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 private bath,53314,Sue,,Bernal Heights,37.74132,-122.41818,Private room,115,30,300,1/6/2023,1.89,1,327,7,Pending Application
41423,Cottage in San Francisco · ★4.47 · Studio · 1 bed · 1 bath,180715,Dana,,Glen Park,37.7369,-122.43451,Entire home/apt,133,30,157,8/13/2023,0.99,1,365,3,30 Day Minimum Stay Required
41609,Condo in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,54299,Peter,,Downtown/Civic Center,37.78887,-122.41306,Entire home/apt,165,30,29,8/12/2023,0.19,1,329,3,
44032,Rental unit in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1 bath,98733,David + Tina,,Mission,37.75158,-122.41158,Entire home/apt,105,30,302,8/27/2023,1.9,1,57,6,
44680,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,196626,Paul,,Mission,37.75131,-122.42167,Entire home/apt,150,60,3,10/4/2010,0.02,1,173,0,
47682,Rental unit in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 bath,216682,Jay,,Pacific Heights,37.79186,-122.42429,Entire home/apt,125,30,35,8/12/2023,0.22,9,365,1,
51557,Rental unit in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,237200,Len,,Western Addition,37.7714,-122.42935,Entire home/apt,125,183,109,8/27/2022,0.69,1,358,0,
51773,Rental unit in San Francisco · ★4.60 · 1 bedroom · 1 bed · 0 shared baths,216682,Jay,,Pacific Heights,37.79373,-122.42507,Private room,57,30,167,8/13/2023,1.11,9,365,1,
53280,Home in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 private bath,126263,Cecilia,,Bernal Heights,37.73805,-122.41165,Private room,95,3,145,12/15/2019,0.92,2,305,0,STR-0000280
54518,Condo in San Francisco · ★4.59 · 1 bedroom · 1 bed · 1 bath,255971,Kathy,,Financial District,37.79337,-122.40198,Entire home/apt,129,30,21,10/5/2022,0.14,1,301,1,
54634,Rental unit in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 bath,216682,Jay,,Pacific Heights,37.79352,-122.42649,Entire home/apt,110,30,50,6/30/2023,0.32,9,365,1,
55632,Rental unit in San Francisco · ★4.77 · 1 bedroom · 2 beds · 1 bath,262875,Paul,,Outer Richmond,37.77927,-122.48432,Entire home/apt,113,30,13,3/28/2021,0.08,3,326,0,
55636,Rental unit in San Francisco · ★4.76 · 1 bedroom · 1 bed · 1 bath,262875,Paul,,Twin Peaks,37.74778,-122.44566,Entire home/apt,99,30,28,2/1/2022,0.18,3,318,0,
56621,Rental unit in San Francisco · ★4.65 · 1 bedroom · 1 bed · 0 shared baths,216682,Jay,,Pacific Heights,37.79183,-122.42425,Private room,60,30,128,5/14/2023,0.82,9,197,1,
57561,Rental unit in San Francisco · ★4.63 · 1 bedroom · 1 bed · 1 bath,272890,Theodore,,Bernal Heights,37.74684,-122.41548,Entire home/apt,190,30,227,8/12/2023,1.46,1,325,6,City registration pending
57676,Rental unit in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,142882,Jessica And Sebouh,,Mission,37.75758,-122.42043,Private room,99,30,122,9/21/2019,0.81,2,0,0,STR-0000875
59702,Cottage in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,287136,Toby,,Bernal Heights,37.74188,-122.4127,Private room,100,30,192,7/20/2019,1.29,1,171,0,STR-0000109
59831,Home in San Francisco · 1 bedroom · 1 bed · 1 bath,287859,Lawrence,,Outer Sunset,37.75674,-122.49178,Private room,100,60,1,5/23/2011,0.01,1,0,0,
60365,Home in San Francisco · ★4.88 · 3 bedrooms · 4 beds · 2 baths,279544,Emilie,,Western Addition,37.77034,-122.43594,Entire home/apt,495,4,257,8/17/2023,1.66,2,60,16,STR-0003775
62519,Rental unit in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 private bath,304426,Abhay,,Noe Valley,37.7422,-122.42996,Private room,150,2,38,4/29/2023,0.36,2,0,1,STR-0000261
64165,Rental unit in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 private bath,237691,Regina,,Marina,37.80284,-122.42839,Private room,92,30,77,8/15/2023,0.52,3,301,3,
66119,Rental unit in San Francisco · ★4.19 · Studio · 2 beds · 1 bath,52862,Joe,,Outer Richmond,37.77737,-122.47985,Entire home/apt,95,30,101,11/7/2022,0.69,3,365,1,City registration pending
68239,Rental unit in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 bath,337833,Philipp,,Mission,37.75393,-122.42505,Entire home/apt,94,30,47,5/1/2023,0.31,1,104,3,
69410,Home in San Francisco · ★4.92 · 1 bedroom · 2 beds · 1 bath,347624,Patrick,,Inner Richmond,37.77585,-122.46413,Entire home/apt,80,30,66,8/19/2023,0.44,1,179,5,
70139,Rental unit in San Francisco · ★4.88 · 1 bedroom · 2 beds · 1 bath,354456,Rachel,,Bernal Heights,37.74544,-122.42271,Entire home/apt,110,30,17,8/19/2023,0.12,1,0,2,
70753,Hostel in San Francisco · ★4.64 · 1 bedroom · 8 beds · 1 shared bath,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,49,1,443,7/24/2023,2.89,3,269,15,428539
71645,Guest suite in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,367464,Jeff,,Bernal Heights,37.74409,-122.40846,Entire home/apt,129,3,290,8/30/2023,3.18,1,200,43,STR-0004597
72444,Hostel in San Francisco · ★4.73 · 1 bedroom · 8 beds · 1 shared bath,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,45,1,570,7/29/2023,3.76,3,270,40,428539
75043,Rental unit in San Francisco · ★4.43 · 2 bedrooms · 3 beds · 2 baths,101521,Red,,Pacific Heights,37.78987,-122.42857,Entire home/apt,215,88,15,1/17/2016,0.1,2,89,0,
77175,Home in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,395569,Tyler&Shoreh,,Glen Park,37.73711,-122.43525,Entire home/apt,125,3,378,8/21/2023,2.5,1,77,26,STR-0000227
78651,Rental unit in San Francisco · ★4.73 · 2 bedrooms · 1 bed · 2 shared baths,142882,Jessica And Sebouh,,Mission,37.75585,-122.42081,Private room,85,30,92,10/25/2019,0.62,2,365,0,STR-0000875
80394,Rental unit in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1 bath,126930,Abla,,Haight Ashbury,37.77065,-122.44433,Entire home/apt,135,30,28,5/29/2022,0.24,1,0,0,STR-0003597
81158,Condo in San Francisco · ★4.80 · 1 bedroom · 2 beds · 1 bath,439589,Brent,,Western Addition,37.78408,-122.44436,Entire home/apt,83,30,30,6/9/2023,0.2,1,97,3,
83257,Home in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,453743,Kimberly,,Western Addition,37.78353,-122.44369,Private room,90,7,112,8/18/2023,0.75,1,104,9,STR-0000187
91957,Rental unit in San Francisco · ★4.73 · 2 bedrooms · 2 beds · 1.5 baths,495796,Joy,,Haight Ashbury,37.76114,-122.44929,Entire home/apt,225,30,95,1/1/2019,0.65,1,365,0,City registration pending
96383,Rental unit in San Francisco · ★4.71 · 1 bedroom · 1 bed · 0 shared baths,216682,Jay,,Pacific Heights,37.79359,-122.42421,Private room,60,30,142,6/17/2023,0.95,9,365,1,
105497,Home in San Francisco · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,547669,Jamie,,Outer Sunset,37.75699,-122.4973,Private room,90,45,4,8/16/2019,0.06,4,0,0,
106025,Rental unit in San Francisco · ★4.87 · 2 bedrooms · 2 beds · 2 baths,359730252,Clare,,Downtown/Civic Center,37.78693,-122.41539,Entire home/apt,113,30,68,8/6/2023,0.45,1,93,4,
109883,Guest suite in San Francisco · ★4.73 · 2 bedrooms · 2 beds · 1 bath,566147,Adam,,West of Twin Peaks,37.73241,-122.46432,Entire home/apt,130,2,467,8/31/2023,3.14,1,346,20,STR-0004737
110825,Home in San Francisco · ★4.71 · 2 bedrooms · 2 beds · 1 bath,568933,Michael,,Bayview,37.71664,-122.38981,Entire home/apt,120,30,9,8/11/2019,0.06,1,244,0,
114401,Condo in San Francisco · ★4.87 · 2 bedrooms · 1 bed · 1 shared bath,580606,George,,Castro/Upper Market,37.75939,-122.43051,Private room,115,1,713,8/27/2023,4.77,1,319,51,STR-0000045
115242,Condo in San Francisco · ★4.90 · 1 bedroom · 2 beds · 1 bath,582450,Dawn,,North Beach,37.80599,-122.40943,Entire home/apt,140,30,21,8/26/2023,0.14,1,134,4,
121065,Condo in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,608445,Hassan,,Western Addition,37.77117,-122.43292,Entire home/apt,120,30,36,7/9/2017,0.26,2,213,0,
122829,Rental unit in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 bath,615007,D,,South of Market,37.77341,-122.4208,Entire home/apt,80,30,73,3/18/2023,0.49,2,60,3,
124011,Home in San Francisco · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,617985,Patrick,,Inner Sunset,37.76317,-122.47029,Entire home/apt,580,7,28,7/28/2023,0.25,1,306,5,STR-0001525
128230,Rental unit in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,634277,Maria,,Castro/Upper Market,37.75737,-122.43566,Entire home/apt,350,3,174,6/5/2022,1.17,1,336,0,STR-0001224
130775,Rental unit in San Francisco · ★4.36 · 1 bedroom · 1 bed · 4 shared baths,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,11,8/17/2019,0.08,15,365,0,
132441,Home in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,650862,Kurt,,Bernal Heights,37.73987,-122.4234,Private room,97,1,187,7/22/2023,1.26,1,159,15,STR-0000445
137129,Home in San Francisco · 3 bedrooms · 2.5 baths,639671,Mark,,Inner Richmond,37.78733,-122.46371,Entire home/apt,572,14,2,7/26/2022,0.05,1,53,0,2022-004098STR
138221,Rental unit in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1 bath,674976,Phil,,Inner Richmond,37.77664,-122.45586,Entire home/apt,140,30,84,8/25/2023,0.57,2,71,4,
138592,Home in San Francisco · ★4.91 · 4 bedrooms · 4 beds · 2 baths,648553,Julie & Brad,,Noe Valley,37.75635,-122.42864,Entire home/apt,1250,5,34,8/18/2023,0.23,1,82,3,Pending Application
142177,Condo in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 1 bath,656263,Noreen,,Outer Richmond,37.7844,-122.47932,Entire home/apt,395,5,243,8/7/2023,1.68,1,3,13,STR-0002192
144242,Home in San Francisco · ★4.88 · 3 bedrooms · 3 beds · 2 baths,699215,Kate,,Inner Richmond,37.78546,-122.46148,Entire home/apt,495,3,27,8/1/2023,0.18,1,0,5,2022-011317STR
144978,Rental unit in San Francisco · ★4.68 · 1 bedroom · 1 bed,216682,Jay,,Pacific Heights,37.79233,-122.42431,Private room,47,30,121,2/28/2023,0.82,9,149,1,
147443,Rental unit in San Francisco · ★4.60 · 2 bedrooms · 3 beds · 1.5 baths,709325,Mark,,Diamond Heights,37.74633,-122.44591,Entire home/apt,167,30,112,5/31/2023,0.76,5,358,2,
148627,Rental unit in San Francisco · ★4.31 · 1 bedroom · 1 bed · 1 bath,709325,Mark,,Marina,37.79961,-122.42771,Entire home/apt,85,30,118,10/13/2022,0.82,5,258,2,
148769,Rental unit in San Francisco · ★4.17 · 1 bedroom · 1 bed · 1 bath,709325,Mark,,Twin Peaks,37.75045,-122.44956,Entire home/apt,75,30,97,7/31/2023,0.87,5,320,2,
149108,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,719538,Margaret,,Haight Ashbury,37.76216,-122.45022,Entire home/apt,193,30,5,7/10/2023,0.05,1,150,3,
150347,Rental unit in San Francisco · ★4.74 · 2 bedrooms · 2 beds · 1 bath,172182,Brian & Leah,,Mission,37.75981,-122.4188,Entire home/apt,158,30,133,8/4/2023,0.9,2,214,3,
166199,Guesthouse in San Francisco · ★4.82 · 1 bedroom · 2 beds · 1 bath,792371,Matt,,Castro/Upper Market,37.76241,-122.43026,Entire home/apt,170,30,159,7/8/2019,1.09,1,89,0,City registration pending
166771,Rental unit in San Francisco · ★4.88 · 1 bedroom · 3 beds · 1 bath,794467,Patti,,Haight Ashbury,37.76973,-122.44695,Entire home/apt,150,30,173,8/12/2023,1.18,1,115,4,
175090,Rental unit in San Francisco · ★4.41 · Studio · 2 beds · 1 bath,127367,Michelle,,Financial District,37.79203,-122.40284,Entire home/apt,120,30,28,8/14/2023,0.19,4,365,2,
175102,Rental unit in San Francisco · ★4.73 · Studio · 2 beds · 1 bath,127367,Michelle,,Chinatown,37.79175,-122.4045,Entire home/apt,130,30,55,3/11/2023,0.38,4,365,1,
183859,Rental unit in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 1 bath,882283,Stephen,,Glen Park,37.73604,-122.43777,Entire home/apt,249,3,337,8/24/2023,2.46,1,273,27,STR-0000017
193292,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · Half-bath,937281,Lauren&Sarah,,Noe Valley,37.75117,-122.42567,Private room,120,30,63,9/22/2014,0.44,1,335,0,
199480,Rental unit in San Francisco · ★4.93 · 2 bedrooms · 1 bed · 1.5 baths,974441,Peter,,Bernal Heights,37.74554,-122.412,Private room,63,2,206,8/25/2023,1.41,2,0,4,2023-006836STR
201313,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,984585,Robb,,North Beach,37.80356,-122.40437,Entire home/apt,175,30,3,6/26/2021,0.05,1,78,0,
207980,Home in San Francisco · ★4.82 · 3 bedrooms · 5 beds · 1 bath,1023546,Bruce,,Diamond Heights,37.74325,-122.43756,Entire home/apt,272,2,584,8/15/2023,4.01,1,275,54,STR-0000023
208714,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,1027819,Ac,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,175,30,78,1/11/2018,0.53,1,365,0,City registration pending
208831,Guest suite in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 bath,1028577,Peter,,Russian Hill,37.80121,-122.41339,Entire home/apt,165,3,593,8/30/2023,4.08,1,33,42,STR-0000318
209514,Home in San Francisco · ★4.70 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77255,-122.44985,Private room,92,1,614,8/16/2023,4.21,5,348,48,STR-0001099
212783,Home in San Francisco · ★4.60 · 1 bedroom · 2 beds · 2 shared baths,1032643,Josh,,Haight Ashbury,37.77085,-122.44814,Private room,86,1,594,8/18/2023,4.08,5,343,51,STR-0001099
213532,Home in San Francisco · ★4.53 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77175,-122.45012,Private room,78,1,683,8/17/2023,4.69,5,324,70,STR-0001099
217106,Rental unit in San Francisco · ★4.70 · Studio · 1 bed · 1 bath,374909,Eric,,Haight Ashbury,37.76551,-122.44614,Entire home/apt,95,30,51,7/24/2023,0.35,3,344,1,
218006,Home in San Francisco · ★4.73 · 2 bedrooms · 1 bed · 2 shared baths,812808,Mukt,,Excelsior,37.72525,-122.43013,Private room,49,2,126,8/31/2023,0.86,2,65,8,STR-0003069
218567,Condo in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1 bath,1130612,Marin,,Western Addition,37.78618,-122.43209,Entire home/apt,250,30,89,12/28/2022,0.61,1,247,2,
220418,Home in San Francisco · ★4.52 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77031,-122.44948,Private room,78,1,557,8/14/2023,3.82,5,346,40,STR-0001099
229319,Rental unit in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 bath,12798954,Anya,,Bernal Heights,37.73825,-122.41451,Entire home/apt,239,3,27,12/27/2022,0.19,2,318,4,2022-004580STR
231129,Townhouse in San Francisco · ★4.40 · 1 bedroom · 4 beds · 1 bath,1208533,Antonio,,Nob Hill,37.79278,-122.41007,Entire home/apt,857,2,74,10/23/2022,0.52,6,351,1,City Registration Pending
231752,Rental unit in San Francisco · ★4.94 · 2 bedrooms · 3 beds · 1 bath,691445,LeighAnna,,Castro/Upper Market,37.75751,-122.44016,Entire home/apt,250,30,85,10/19/2022,0.59,1,237,1,
232060,Guest suite in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 bath,1214006,Syl & Art,,Inner Sunset,37.75893,-122.4664,Entire home/apt,97,30,114,7/30/2023,0.81,1,336,1,
238204,Guest suite in San Francisco · ★4.76 · 1 bedroom · 2 beds · 1 bath,1248132,"Jennifer, Maria , Andrew",,Parkside,37.74228,-122.50415,Entire home/apt,141,3,295,8/29/2023,2.04,1,230,28,STR-0000446
251792,Home in San Francisco · ★4.80 · 3 bedrooms · 6 beds · 3 baths,1320750,Nilesh,,Outer Sunset,37.75474,-122.48924,Entire home/apt,441,2,20,8/10/2023,0.14,1,235,11,2022-009176STR
256176,Guest suite in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 private bath,976125,Eva,,Inner Richmond,37.7760849,-122.4555206,Private room,108,2,464,8/26/2023,3.23,1,325,44,2023-004361STR
258873,Rental unit in San Francisco · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,1360620,Deborah,,North Beach,37.80023,-122.40844,Private room,100,2,444,8/23/2023,3.33,2,137,46,STR-0001109
269463,Rental unit in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1244308,Lawrence,,Haight Ashbury,37.76761,-122.45139,Entire home/apt,250,2,176,7/16/2023,1.23,1,55,11,STR-0000224
269756,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,1409731,Daniel,,Twin Peaks,37.75265,-122.45092,Private room,115,90,7,8/12/2016,0.07,1,0,0,STR-0000585
271602,Condo in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,1421296,Richard,,South of Market,37.77907,-122.40503,Entire home/apt,79,30,119,5/28/2023,0.84,1,239,5,STR-0000846
271647,Rental unit in San Francisco · ★4.54 · 1 bedroom · 2 beds · 1.5 shared baths,1421509,Matthew,,Outer Sunset,37.75334,-122.50794,Private room,60,30,135,2/14/2021,1.02,2,0,0,
273530,Condo in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 2 baths,99128,Cathryn,,Potrero Hill,37.75533,-122.39927,Entire home/apt,338,4,35,7/21/2022,0.29,2,0,0,STR-0000036
274334,Home in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1 private bath,1434669,Ashli,,Outer Sunset,37.7517,-122.5051,Private room,87,3,159,8/15/2023,1.12,1,112,43,STR-0003516
279184,Rental unit in San Francisco · ★4.85 · 3 bedrooms · 4 beds · 2 baths,1456262,Justin,,Mission,37.75059,-122.41415,Entire home/apt,550,4,13,7/3/2019,0.09,2,0,0,STR-0002616
280673,Rental unit in San Francisco · ★4.39 · 1 bedroom · 1 bed · 1 shared bath,1463652,Shane In SF,,Bernal Heights,37.74584,-122.42392,Private room,48,30,98,7/11/2023,0.69,1,87,1,
284117,Guesthouse in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1479905,Samantha,,Glen Park,37.74102,-122.42815,Entire home/apt,89,30,222,5/12/2023,1.58,2,31,3,STR-0002962
297897,Home in San Francisco · ★4.79 · 1 bedroom · 2 beds · 1 bath,39265388,Monchaya,,Outer Sunset,37.75744,-122.50555,Entire home/apt,206,2,210,7/31/2023,1.54,2,2,3,STR-0005409
308885,Condo in San Francisco · ★4.43 · 1 bedroom · 2 beds · 1 bath,1588855,Arbe,,Financial District,37.79739,-122.4052,Entire home/apt,120,30,113,12/12/2021,0.84,2,364,0,
314248,Home in San Francisco · ★4.88 · 3 bedrooms · 4 beds · 2.5 baths,1614566,Sarah,,Pacific Heights,37.78946,-122.43538,Entire home/apt,350,7,67,8/18/2023,0.56,1,324,11,STR-0000133
314368,Condo in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 1 bath,1229762,Jason,,North Beach,37.80333,-122.40962,Entire home/apt,585,2,90,8/13/2023,1.4,2,153,13,STR-0003012
323635,Home in San Francisco · ★4.81 · 1 bedroom · 2 beds · Shared half-bath,812808,Mukt,,Excelsior,37.72386,-122.4325,Private room,70,2,81,8/15/2023,0.59,2,0,3,STR-0003069
325478,Condo in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 1 bath,1579337,Markus,,Mission,37.76122,-122.42319,Entire home/apt,353,4,168,7/28/2023,1.2,1,0,15,STR-0000272
326650,Rental unit in San Francisco · ★4.70 · 1 bedroom · 1 bed · 1.5 baths,1670339,Je,,Western Addition,37.78457,-122.43177,Entire home/apt,230,30,32,8/7/2015,0.23,2,365,0,
329020,Loft in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,326840,Jorge,,South of Market,37.78377,-122.39275,Entire home/apt,250,30,6,10/5/2017,0.04,1,0,0,
330535,Rental unit in San Francisco · ★4.74 · 3 bedrooms · 3 beds · 1 bath,625762,Ryan And Lindsea,,Haight Ashbury,37.76699,-122.44643,Entire home/apt,150,30,117,8/4/2023,0.84,2,352,2,
338849,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1670339,Je,,Western Addition,37.78599,-122.43232,Private room,98,30,3,10/16/2014,0.02,2,364,0,
348714,Home in San Francisco · ★4.81 · 1 bedroom · 4 beds · 1 private bath,78610,George,,Haight Ashbury,37.77347,-122.44364,Private room,145,3,415,8/14/2023,2.99,1,302,44,STR-0000173
350479,Home in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,1776403,Natallia,,Mission,37.75783,-122.41063,Private room,65,30,59,8/20/2023,0.44,5,239,3,STR-0000166
353292,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1789683,Tim,,Western Addition,37.77201,-122.4297,Private room,75,30,23,3/17/2020,0.17,1,297,0,STR-0003832
